concept_en,concept_nl,feature_en_en,feature_nl,feature_nl_en,freq_en,freq_nl,total_en,total_other,frac_en,frac_nl,diff
radish,radijs,white,wit,"['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wit', 'wittiness', 'witticism']",12.0,3.0,40.0,21.0,0.3,0.14285714285714285,-0.15714285714285714
ant,mier,black,zwart,"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']",15.0,7.0,24.0,15.0,0.625,0.4666666666666667,-0.15833333333333333
apple,appel,yellow,,,27.0,0.0,168.0,18.0,0.16071428571428573,0.0,-0.16071428571428573
peach,perzik,red,rood,"['red', 'redness']",8.0,1.0,36.0,18.0,0.2222222222222222,0.05555555555555555,-0.16666666666666666
tongue,tong,pink,roze,['pink'],3.0,3.0,6.0,9.0,0.5,0.3333333333333333,-0.16666666666666669
lime,limoen,green,groen,"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']",48.0,8.0,96.0,24.0,0.5,0.3333333333333333,-0.16666666666666669
bus,bus,yellow,geel,"['yellow', 'yellowness']",23.0,4.0,46.0,12.0,0.5,0.3333333333333333,-0.16666666666666669
eggplant,aubergine,purple,paars,"['purpleness', 'purple', 'violet', 'reddish blue']",36.0,7.0,59.0,16.0,0.6101694915254238,0.4375,-0.17266949152542377
sheep,schaap,black,zwart,"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']",12.0,1.0,44.0,10.0,0.2727272727272727,0.1,-0.1727272727272727
raspberry,framboos,red,rood,"['red', 'redness']",36.0,7.0,41.0,10.0,0.8780487804878049,0.7,-0.17804878048780493
spider,spin,black,zwart,"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']",15.0,9.0,15.0,11.0,1.0,0.8181818181818182,-0.18181818181818177
crow,kraai,black,zwart,"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']",25.0,9.0,25.0,11.0,1.0,0.8181818181818182,-0.18181818181818177
crocodile,krokodil,green,groen,"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']",10.0,9.0,10.0,11.0,1.0,0.8181818181818182,-0.18181818181818177
celery,selder,green,groen,"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']",46.0,9.0,46.0,11.0,1.0,0.8181818181818182,-0.18181818181818177
giraffe,giraf,brown,bruin,"['brown', 'brownness', 'Aquilus']",14.0,2.0,41.0,13.0,0.34146341463414637,0.15384615384615385,-0.1876172607879925
bra,beha,white,wit,"['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wit', 'wittiness', 'witticism']",9.0,5.0,14.0,11.0,0.6428571428571429,0.45454545454545453,-0.18831168831168837
squirrel,eekhoorn,brown,bruin,"['brown', 'brownness', 'Aquilus']",47.0,8.0,47.0,10.0,1.0,0.8,-0.19999999999999996
caterpillar,rups,green,groen,"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']",5.0,8.0,5.0,10.0,1.0,0.8,-0.19999999999999996
cab,taxi,yellow,geel,"['yellow', 'yellowness']",57.0,8.0,57.0,10.0,1.0,0.8,-0.19999999999999996
grape,druif,purple,paars,"['purpleness', 'purple', 'violet', 'reddish blue']",24.0,1.0,94.0,24.0,0.2553191489361702,0.041666666666666664,-0.21365248226950354
salmon,zalm,pink,roze,['pink'],18.0,9.0,23.0,16.0,0.782608695652174,0.5625,-0.22010869565217395
plate,tas,different_colours,,,3.0,0.0,13.0,10.0,0.23076923076923078,0.0,-0.23076923076923078
grape,druif,red,rood,"['red', 'redness']",26.0,1.0,94.0,24.0,0.2765957446808511,0.041666666666666664,-0.23492907801418442
carrot,wortel,green,groen,"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']",19.0,1.0,65.0,21.0,0.2923076923076923,0.047619047619047616,-0.2446886446886447
salamander,salamander,green,groen,"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']",5.0,9.0,5.0,12.0,1.0,0.75,-0.25
crowbar,koevoet,silver,,,2.0,0.0,8.0,10.0,0.25,0.0,-0.25
car,auto,different_colours,,,2.0,0.0,8.0,6.0,0.25,0.0,-0.25
car,auto,comes_in_multiple_colours,,,2.0,0.0,8.0,6.0,0.25,0.0,-0.25
car,auto,coloured,,,2.0,0.0,8.0,6.0,0.25,0.0,-0.25
beaver,bever,brown,bruin,"['brown', 'brownness', 'Aquilus']",19.0,6.0,19.0,8.0,1.0,0.75,-0.25
grapefruit,pompelmoes,yellow,geel,"['yellow', 'yellowness']",33.0,7.0,67.0,30.0,0.4925373134328358,0.23333333333333334,-0.25920398009950246
lizard,hagedis,green,groen,"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']",6.0,8.0,6.0,11.0,1.0,0.7272727272727273,-0.2727272727272727
blackbird,merel,black,zwart,"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']",13.0,8.0,13.0,11.0,1.0,0.7272727272727273,-0.2727272727272727
bee,bij,black,zwart,"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']",44.0,2.0,88.0,9.0,0.5,0.2222222222222222,-0.2777777777777778
carrot,wortel,orange,oranje,"['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']",46.0,9.0,65.0,21.0,0.7076923076923077,0.42857142857142855,-0.2791208791208792
elephant,olifant,grey,grijs,"['gray', 'grey', 'greyness', 'grayness']",150.0,18.0,150.0,25.0,1.0,0.72,-0.28
suit,kostuum,blue,,,2.0,0.0,7.0,7.0,0.2857142857142857,0.0,-0.2857142857142857
suit,kostuum,brown,,,2.0,0.0,7.0,7.0,0.2857142857142857,0.0,-0.2857142857142857
piano,hamer,black,zwart,"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']",21.0,1.0,60.0,16.0,0.35,0.0625,-0.2875
iguana,leguaan,green,groen,"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']",19.0,1.0,38.0,5.0,0.5,0.2,-0.3
iguana,leguaan,green,GROEN,"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']",19.0,1.0,38.0,5.0,0.5,0.2,-0.3
bean,bonen,green,groen,"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']",24.0,9.0,32.0,20.0,0.75,0.45,-0.3
peacock,pauw,blue,blauw,"['blue', 'blueness']",8.0,7.0,8.0,10.0,1.0,0.7,-0.30000000000000004
submarine,duikboot,navy,,,7.0,0.0,23.0,12.0,0.30434782608695654,0.0,-0.30434782608695654
swan,zwaan,white,wit,"['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wit', 'wittiness', 'witticism']",41.0,9.0,43.0,14.0,0.9534883720930233,0.6428571428571429,-0.3106312292358804
grapefruit,pompelmoes,pink,roze,['pink'],30.0,4.0,67.0,30.0,0.44776119402985076,0.13333333333333333,-0.3144278606965174
belt,riem,brown,bruin,"['brown', 'brownness', 'Aquilus']",18.0,2.0,33.0,9.0,0.5454545454545454,0.2222222222222222,-0.3232323232323232
mouse,mus,grey,grijs,"['gray', 'grey', 'greyness', 'grayness']",35.0,4.0,80.0,37.0,0.4375,0.10810810810810811,-0.3293918918918919
shark,haai,grey,grijs,"['gray', 'grey', 'greyness', 'grayness']",6.0,6.0,6.0,9.0,1.0,0.6666666666666666,-0.33333333333333337
garlic,look,white,wit,"['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wit', 'wittiness', 'witticism']",29.0,4.0,29.0,6.0,1.0,0.6666666666666666,-0.33333333333333337
bus,koets,yellow,goud,"['gold', 'Au', 'yellow', 'yellowness', 'amber', 'golden brown']",23.0,2.0,46.0,12.0,0.5,0.16666666666666666,-0.33333333333333337
chickadee,mees,yellow,geel,"['yellow', 'yellowness']",11.0,1.0,23.0,7.0,0.4782608695652174,0.14285714285714285,-0.33540372670807456
potato,aardappel,white,,,10.0,0.0,29.0,7.0,0.3448275862068966,0.0,-0.3448275862068966
plum,pruim,purple,paars,"['purpleness', 'purple', 'violet', 'reddish blue']",40.0,7.0,49.0,15.0,0.8163265306122449,0.4666666666666667,-0.34965986394557824
crowbar,koevoet,black,zwart,"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']",6.0,4.0,8.0,10.0,0.75,0.4,-0.35
seagull,meeuw,white,wit,"['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wit', 'wittiness', 'witticism']",19.0,5.0,19.0,8.0,1.0,0.625,-0.375
gull,meeuw,white,wit,"['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wit', 'wittiness', 'witticism']",8.0,5.0,8.0,8.0,1.0,0.625,-0.375
balloon,luchtballon,different_colours,,,6.0,0.0,16.0,5.0,0.375,0.0,-0.375
toad,mees,brown,,,12.0,0.0,31.0,10.0,0.3870967741935484,0.0,-0.3870967741935484
goldfish,kar,aqua,,,17.0,0.0,43.0,36.0,0.3953488372093023,0.0,-0.3953488372093023
beetle,kever,black,zwart,"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']",11.0,7.0,11.0,12.0,1.0,0.5833333333333334,-0.41666666666666663
lion,leeuw,gold,,,5.0,0.0,12.0,5.0,0.4166666666666667,0.0,-0.4166666666666667
deer,hert,white,,,5.0,0.0,12.0,5.0,0.4166666666666667,0.0,-0.4166666666666667
cabbage,witte kool,green,groen,"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']",91.0,3.0,120.0,9.0,0.7583333333333333,0.3333333333333333,-0.425
fox,vos,red,rood,"['red', 'redness']",89.0,6.0,104.0,14.0,0.8557692307692307,0.42857142857142855,-0.4271978021978022
robin,nijlpaard,blue,,,11.0,0.0,25.0,8.0,0.44,0.0,-0.44
lime,citroen,green,groen,"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']",48.0,1.0,96.0,24.0,0.5,0.041666666666666664,-0.4583333333333333
trombone,trombone,gold,goud,"['gold', 'Au', 'yellow', 'yellowness', 'amber', 'golden brown']",6.0,3.0,6.0,6.0,1.0,0.5,-0.5
tiger,das,black,,,17.0,0.0,34.0,9.0,0.5,0.0,-0.5
saxophone,saxofoon,gold,goud,"['gold', 'Au', 'yellow', 'yellowness', 'amber', 'golden brown']",7.0,4.0,7.0,8.0,1.0,0.5,-0.5
kettle,waterkoker,silver,,,3.0,0.0,6.0,13.0,0.5,0.0,-0.5
dishes,bestek,silver,zilver,"['silver', 'Ag', 'whiteness', 'white', 'colorimetric whiteness', 'ash gray', 'silver gray', 'ash grey', 'silver grey']",16.0,5.0,16.0,10.0,1.0,0.5,-0.5
basketball,basketbal,orange,oranje,"['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']",28.0,7.0,28.0,14.0,1.0,0.5,-0.5
balloon,luchtballon,colourful,,,8.0,0.0,16.0,5.0,0.5,0.0,-0.5
tomato,tomaat,red,rood,"['red', 'redness']",46.0,8.0,60.0,31.0,0.7666666666666667,0.25806451612903225,-0.5086021505376345
sock,sokken,white,wit,"['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wit', 'wittiness', 'witticism']",6.0,5.0,6.0,11.0,1.0,0.45454545454545453,-0.5454545454545454
orange,sinaasappel,orange,oranje,"['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']",21.0,9.0,21.0,20.0,1.0,0.45,-0.55
worm,worm,brown,bruin,"['brown', 'brownness', 'Aquilus']",8.0,2.0,8.0,5.0,1.0,0.4,-0.6
flute,dwarsfluit,silver,zilver,"['silver', 'Ag', 'whiteness', 'white', 'colorimetric whiteness', 'ash gray', 'silver gray', 'ash grey', 'silver grey']",28.0,6.0,28.0,15.0,1.0,0.4,-0.6
clarinet,klarinet,black,zwart,"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']",12.0,4.0,12.0,10.0,1.0,0.4,-0.6
submarine,duikboot,yellow,geel,"['yellow', 'yellowness']",16.0,1.0,23.0,12.0,0.6956521739130435,0.08333333333333333,-0.6123188405797101
trumpet,trompet,gold,goud,"['gold', 'Au', 'yellow', 'yellowness', 'amber', 'golden brown']",5.0,8.0,5.0,21.0,1.0,0.38095238095238093,-0.6190476190476191
pepper,pinguïn,black,,,36.0,0.0,58.0,31.0,0.6206896551724138,0.0,-0.6206896551724138
donkey,ezel,brown,bruin,"['brown', 'brownness', 'Aquilus']",6.0,4.0,7.0,20.0,0.8571428571428571,0.2,-0.657142857142857
football,voetbal,brown,,,10.0,0.0,15.0,5.0,0.6666666666666666,0.0,-0.6666666666666666
jeep,jeep,green,groen,"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']",5.0,2.0,5.0,6.0,1.0,0.3333333333333333,-0.6666666666666667
dove,duif,white,wit,"['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wit', 'wittiness', 'witticism']",25.0,7.0,25.0,21.0,1.0,0.3333333333333333,-0.6666666666666667
blueberry,bosbes,blue,blauw,"['blue', 'blueness']",27.0,6.0,27.0,19.0,1.0,0.3157894736842105,-0.6842105263157895
pelican,pelikaan,white,wit,"['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wit', 'wittiness', 'witticism']",9.0,5.0,9.0,16.0,1.0,0.3125,-0.6875
pumpkin,pompoen,orange,oranje,"['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']",68.0,9.0,69.0,31.0,0.9855072463768116,0.2903225806451613,-0.6951846657316503
owl,uil,brown,bruin,"['brown', 'brownness', 'Aquilus']",7.0,2.0,7.0,7.0,1.0,0.2857142857142857,-0.7142857142857143
nectarine,nectarine,orange,oranje,"['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']",15.0,7.0,15.0,27.0,1.0,0.25925925925925924,-0.7407407407407407
asparagus,asperges,green,groen,"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']",44.0,3.0,44.0,13.0,1.0,0.23076923076923078,-0.7692307692307692
spoon,lepel,silver,zilver,"['silver', 'Ag', 'whiteness', 'white', 'colorimetric whiteness', 'ash gray', 'silver gray', 'ash grey', 'silver grey']",12.0,2.0,12.0,10.0,1.0,0.2,-0.8
rat,muis,white,wit,"['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wit', 'wittiness', 'witticism']",5.0,6.0,5.0,37.0,1.0,0.16216216216216217,-0.8378378378378378
wrench,engelse sleutel,silver,zilver,"['silver', 'Ag', 'whiteness', 'white', 'colorimetric whiteness', 'ash gray', 'silver gray', 'ash grey', 'silver grey']",5.0,1.0,5.0,7.0,1.0,0.14285714285714285,-0.8571428571428572
avocado,advocaat,green,groen,"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']",19.0,1.0,19.0,8.0,1.0,0.125,-0.875
toaster,broodrooster,brown,,,5.0,0.0,5.0,6.0,1.0,0.0,-1.0
pan,kookpot,gold,,,6.0,0.0,6.0,7.0,1.0,0.0,-1.0
cocaine,cola,white,,,61.0,0.0,61.0,19.0,1.0,0.0,-1.0
