concept_og,feature_og,freq,feature,concept_en,feature_en
Strand,gelb,1,colors,"['beach', 'seacoast', 'sea-coast', 'seashore', 'coast']","['yellow', 'yellowness']"
Strand,weiß,1,colors,"['beach', 'seacoast', 'sea-coast', 'seashore', 'coast']","['whiteness', 'white', 'colorimetric whiteness']"
Strauß,grün,1,colors,"['ostrich', 'Struthio camelus', 'Struthio', 'clustering', 'cluster', 'bunch', 'clump']","['green', 'viridity', 'greenness']"
Strauß,schwarz,1,colors,"['ostrich', 'Struthio camelus', 'Struthio', 'clustering', 'cluster', 'bunch', 'clump']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
Straße,grau,1,colors,"['road', 'route', 'street']","['gray', 'grey', 'greyness', 'grayness']"
Straße,schwarz,1,colors,"['road', 'route', 'street']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
Stroh,gelb,10,colors,['straw'],"['yellow', 'yellowness']"
Stroh,gold,1,colors,['straw'],"['Au', 'amber', 'golden brown']"
Strohhalm,gelb,1,colors,['straw'],"['yellow', 'yellowness']"
Strumpfhose,braun,1,colors,['pantyhose'],"['brown', 'brownness', 'Aquilus']"
Strumpfhose,schwarz,1,colors,['pantyhose'],"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
Stäbchen,braun,1,colors,"['chopstick', 'chopsticks', 'Saibashi']","['brown', 'brownness', 'Aquilus']"
Suppenteller,weiß,2,colors,['soup plate'],"['whiteness', 'white', 'colorimetric whiteness']"
Säge,braun,1,colors,"['saw', 'power saw', 'sawing machine']","['brown', 'brownness', 'Aquilus']"
Säge,silber,1,colors,"['saw', 'power saw', 'sawing machine']","['silver', 'Ag', 'ash gray', 'silver gray', 'ash grey', 'silver grey']"
Tanne,braun,1,colors,"['fir', 'fir tree', 'firs', 'true fir', 'Abies']","['brown', 'brownness', 'Aquilus']"
Tanne,grün,5,colors,"['fir', 'fir tree', 'firs', 'true fir', 'Abies']","['green', 'viridity', 'greenness']"
Tannenzapfen,braun,4,colors,"['fir', 'fir tree', 'firs', 'true fir', 'Abies']","['brown', 'brownness', 'Aquilus']"
Taschenmesser,rot,1,colors,"['pocketknife', 'pocket knife']","['red', 'redness']"
Taschentuch,weiß,4,colors,"['handkerchief', 'hanky', 'hankey', 'hankie']","['whiteness', 'white', 'colorimetric whiteness']"
Teddybär,braun,3,colors,"['teddy', 'teddy bear']","['brown', 'brownness', 'Aquilus']"
Tee,braun,2,colors,"['tea', 'tea leaf']","['brown', 'brownness', 'Aquilus']"
Tee,grün,2,colors,"['tea', 'tea leaf']","['green', 'viridity', 'greenness']"
Tee,rot,1,colors,"['tea', 'tea leaf']","['red', 'redness']"
Tee,schwarz,1,colors,"['tea', 'tea leaf']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
Teelicht,weiß,1,colors,"['candle', 'taper', 'wax light']","['whiteness', 'white', 'colorimetric whiteness']"
Telefonbuch,gelb,3,colors,"['phonebook', 'telephone directory', 'phone book', 'telephone book']","['yellow', 'yellowness']"
Telefonzelle,gelb,3,colors,"['telephone kiosk', 'telephone box', 'call box', 'phone booth', 'telephone booth']","['yellow', 'yellowness']"
Telefonzelle,grau,1,colors,"['telephone kiosk', 'telephone box', 'call box', 'phone booth', 'telephone booth']","['gray', 'grey', 'greyness', 'grayness']"
Telefonzelle,rot,1,colors,"['telephone kiosk', 'telephone box', 'call box', 'phone booth', 'telephone booth']","['red', 'redness']"
Teller,weiß,3,colors,['plate'],"['whiteness', 'white', 'colorimetric whiteness']"
Tennis,gelb,2,colors,['lawn tennis'],"['yellow', 'yellowness']"
Tennis,weiß,1,colors,['lawn tennis'],"['whiteness', 'white', 'colorimetric whiteness']"
Tennisball,gelb,7,colors,['tennis ball'],"['yellow', 'yellowness']"
Tennisball,grün,2,colors,['tennis ball'],"['green', 'viridity', 'greenness']"
Tennisball,weiß,3,colors,['tennis ball'],"['whiteness', 'white', 'colorimetric whiteness']"
Thermometer,rot,1,colors,[],"['red', 'redness']"
Thermometer,silber,7,colors,[],"['silver', 'Ag', 'ash gray', 'silver gray', 'ash grey', 'silver grey']"
Tinte,blau,16,colors,['ink'],"['blue', 'blueness']"
Tinte,rot,1,colors,['ink'],"['red', 'redness']"
Tinte,schwarz,7,colors,['ink'],"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
Tintenfisch,blau,3,colors,"['octopus', 'devilfish', 'Octopoda']","['blue', 'blueness']"
Tintenfisch,weiß,1,colors,"['octopus', 'devilfish', 'Octopoda']","['whiteness', 'white', 'colorimetric whiteness']"
Toilette,weiß,6,colors,"['make-up', 'makeup', 'war paint', 'cosmetics', 'toilet', 'can', 'lavatory', 'loo', 'commode', 'pot', 'throne', 'crapper', 'stool', 'potty', 'chamber pot', 'lav', 'privy', 'john', 'bathroom', 'washroom', 'restroom', 'bog', 'water closet', 'WC']","['whiteness', 'white', 'colorimetric whiteness']"
Toilettenpapier,rot,1,colors,"['toilet paper', 'TP', 'toilet tissue', 'bathroom tissue']","['red', 'redness']"
Toilettenpapier,weiß,10,colors,"['toilet paper', 'TP', 'toilet tissue', 'bathroom tissue']","['whiteness', 'white', 'colorimetric whiteness']"
Truthahn,rot,2,colors,"['Meleagris', 'genus Meleagris', 'turkey', 'Meleagrididae']","['red', 'redness']"
Türklinke,gold,1,colors,"['doorknob', 'door handle', 'doorhandle']","['Au', 'amber', 'golden brown']"
Tüte,weiß,1,colors,"['sack', 'bag', 'paper bag', 'carrier bag', 'poke', 'plastic shopping bag']","['whiteness', 'white', 'colorimetric whiteness']"
Vanille,braun,4,colors,"['vanilla', 'Vanilla', 'Dictyophyllaria']","['brown', 'brownness', 'Aquilus']"
Vanille,gelb,4,colors,"['vanilla', 'Vanilla', 'Dictyophyllaria']","['yellow', 'yellowness']"
Vanille,schwarz,6,colors,"['vanilla', 'Vanilla', 'Dictyophyllaria']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
Vanilleeis,gelb,4,colors,"['ice cream', 'icecream']","['yellow', 'yellowness']"
Vanilleeis,weiß,3,colors,"['ice cream', 'icecream']","['whiteness', 'white', 'colorimetric whiteness']"
Visite,rot,1,colors,"['medical visit', ""doctor's visit""]","['red', 'redness']"
Visitenkarte,weiß,1,colors,"['card', 'calling card', 'visiting card']","['whiteness', 'white', 'colorimetric whiteness']"
Waage,weiß,1,colors,"['Libra', 'weighing scale', 'scales', 'scale', 'balance', 'weighing machine']","['whiteness', 'white', 'colorimetric whiteness']"
Wal,grau,1,colors,['whale'],"['gray', 'grey', 'greyness', 'grayness']"
Walnuss,braun,5,colors,"['Persian walnut', 'walnut', 'walnut tree', 'common walnut', 'English walnut', 'Juglans', 'genus Juglans', 'Juglans regia']","['brown', 'brownness', 'Aquilus']"
Walnuss,grün,1,colors,"['Persian walnut', 'walnut', 'walnut tree', 'common walnut', 'English walnut', 'Juglans', 'genus Juglans', 'Juglans regia']","['green', 'viridity', 'greenness']"
Wasserhahn,silber,1,colors,"['valve', 'stopcock', 'faucet', 'cock', 'spigot', 'water tap', 'tap', 'hydrant', 'water faucet']","['silver', 'Ag', 'ash gray', 'silver gray', 'ash grey', 'silver grey']"
Wassermelone,gelb,1,colors,"['watermelon', 'watermelon vine', 'Citrullus vulgaris', 'Citrullus lanatus', 'Citrullus amarus']","['yellow', 'yellowness']"
Wassermelone,grün,6,colors,"['watermelon', 'watermelon vine', 'Citrullus vulgaris', 'Citrullus lanatus', 'Citrullus amarus']","['green', 'viridity', 'greenness']"
Wassermelone,rot,8,colors,"['watermelon', 'watermelon vine', 'Citrullus vulgaris', 'Citrullus lanatus', 'Citrullus amarus']","['red', 'redness']"
Wassermelone,schwarz,1,colors,"['watermelon', 'watermelon vine', 'Citrullus vulgaris', 'Citrullus lanatus', 'Citrullus amarus']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
Wasserwaage,grün,1,colors,"['level', 'spirit level']","['green', 'viridity', 'greenness']"
Watte,weiß,7,colors,"['cotton fibre', 'cotton fiber', 'cotton wool', 'cotton batten', 'cotton plant', 'cotton']","['whiteness', 'white', 'colorimetric whiteness']"
Weihnachten,weiß,1,colors,"['Christmas', 'Xmas', 'Christmas Day']","['whiteness', 'white', 'colorimetric whiteness']"
Weihnachtsbaum,grün,3,colors,['Christmas tree'],"['green', 'viridity', 'greenness']"
Windmühle,rot,1,colors,"['motorway junction', 'interchange']","['red', 'redness']"
Winter,weiß,1,colors,['wintertime'],"['whiteness', 'white', 'colorimetric whiteness']"
Wolf,grau,3,colors,"['Der Fuhrer', 'Hitler', 'Adolf Hitler', 'Führer']","['gray', 'grey', 'greyness', 'grayness']"
Wolle,weiß,3,colors,"['wool', 'sheep wool', 'woolen', 'woollen']","['whiteness', 'white', 'colorimetric whiteness']"
Wurst,rot,3,colors,['sausage'],"['red', 'redness']"
Wäsche,weiß,1,colors,"['clothes', 'thing', 'things', 'garments', 'garment', 'apparel', 'raiment', 'clothing', 'wearable', 'article of clothing', 'wear', 'habiliment', 'vesture']","['whiteness', 'white', 'colorimetric whiteness']"
Würfel,schwarz,1,colors,"['regular hexahedron', 'hexahedron', 'cube', 'die', 'dice']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
Würfel,weiß,1,colors,"['regular hexahedron', 'hexahedron', 'cube', 'die', 'dice']","['whiteness', 'white', 'colorimetric whiteness']"
Würfelzucker,braun,1,colors,"['sugar', 'cube sugar', 'sugar cube', 'lump sugar', 'refined sugar', 'granulated sugar']","['brown', 'brownness', 'Aquilus']"
Würfelzucker,weiß,6,colors,"['sugar', 'cube sugar', 'sugar cube', 'lump sugar', 'refined sugar', 'granulated sugar']","['whiteness', 'white', 'colorimetric whiteness']"
Zahn,gelb,1,colors,"['tooth', 'teeth', 'human tooth']","['yellow', 'yellowness']"
Zahn,weiß,12,colors,"['tooth', 'teeth', 'human tooth']","['whiteness', 'white', 'colorimetric whiteness']"
Zahnbürste,weiß,1,colors,['toothbrush'],"['whiteness', 'white', 'colorimetric whiteness']"
Zahnkrone,weiß,3,colors,"['crown', 'jacket', 'jacket crown', 'crownwork', 'cap']","['whiteness', 'white', 'colorimetric whiteness']"
Zahnpasta,blau,1,colors,['toothpaste'],"['blue', 'blueness']"
Zahnpasta,weiß,10,colors,['toothpaste'],"['whiteness', 'white', 'colorimetric whiteness']"
Zahnseide,grün,1,colors,"['dental floss', 'floss']","['green', 'viridity', 'greenness']"
Zahnseide,weiß,10,colors,"['dental floss', 'floss']","['whiteness', 'white', 'colorimetric whiteness']"
Ziegel,rot,13,colors,['brick'],"['red', 'redness']"
Ziegelstein,gelb,1,colors,['brick'],"['yellow', 'yellowness']"
Ziegelstein,grau,1,colors,['brick'],"['gray', 'grey', 'greyness', 'grayness']"
Ziegelstein,rot,8,colors,['brick'],"['red', 'redness']"
Zitrone,gelb,13,colors,"['lemon tree', 'Citrus limon', 'lemon', 'Citrus ×limon']","['yellow', 'yellowness']"
Zollstock,gelb,1,colors,['Lebach'],"['yellow', 'yellowness']"
Zollstock,weiß,1,colors,['Lebach'],"['whiteness', 'white', 'colorimetric whiteness']"
Zucker,braun,1,colors,"['sugar', 'cube sugar', 'sugar cube', 'lump sugar', 'refined sugar', 'granulated sugar']","['brown', 'brownness', 'Aquilus']"
Zucker,weiß,11,colors,"['sugar', 'cube sugar', 'sugar cube', 'lump sugar', 'refined sugar', 'granulated sugar']","['whiteness', 'white', 'colorimetric whiteness']"
Zuckerhut,grün,1,colors,"['sugar loaf', 'sugarloaf', 'loaf sugar']","['green', 'viridity', 'greenness']"
Zuckerhut,weiß,3,colors,"['sugar loaf', 'sugarloaf', 'loaf sugar']","['whiteness', 'white', 'colorimetric whiteness']"
Zuckerwatte,rosa,2,colors,"['cotton candy', 'candyfloss', 'spun sugar']","['rose', 'rosebush', 'pink']"
Zuckerwatte,weiß,3,colors,"['cotton candy', 'candyfloss', 'spun sugar']","['whiteness', 'white', 'colorimetric whiteness']"
Zunge,rosa,2,colors,"['language', 'human language', 'linguistic communication', 'tongue', 'glossa', 'clapper', 'lingua', 'muscle of tongue']","['rose', 'rosebush', 'pink']"
Zunge,rot,6,colors,"['language', 'human language', 'linguistic communication', 'tongue', 'glossa', 'clapper', 'lingua', 'muscle of tongue']","['red', 'redness']"
