concept_og,feature_og,freq,feature,concept_en,feature_en
kikker,groen,9,colors,"['toad', 'frog', 'batrachian', 'salientian', 'toad frog', 'anuran', 'Anura']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
kinesist,grijs,1,colors,"['physiotherapist', 'physical therapist']","['gray', 'grey', 'greyness', 'grayness']"
kinesist,wit,2,colors,"['physiotherapist', 'physical therapist']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
kip,geel,1,colors,"['chicken', 'Gallus gallus', 'Gallus gallus domesticus', 'poulet', 'volaille', 'chicken meat', 'chicken as food']","['yellow', 'yellowness']"
kiwi,bruin,5,colors,"['kiwifruit', 'kiwi fruit', 'Chinese gooseberry']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
kiwi,groen,8,colors,"['kiwifruit', 'kiwi fruit', 'Chinese gooseberry']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
klarinet,goud,1,colors,['clarinet'],"['gold', 'Au', 'yellow', 'yellowness', 'amber', 'golden brown']"
klarinet,grijs,1,colors,['clarinet'],"['gray', 'grey', 'greyness', 'grayness']"
klarinet,oranje,1,colors,['clarinet'],"['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']"
klarinet,zwart,4,colors,['clarinet'],"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
klavecimbel,goud,1,colors,"['harpsichord', 'cembalo']","['gold', 'Au', 'yellow', 'yellowness', 'amber', 'golden brown']"
kleed,rood,3,colors,"['fabric', 'cloth', 'textile', 'material', 'dress', 'frock', 'maxi dress']","['red', 'redness']"
kleed,wit,2,colors,"['fabric', 'cloth', 'textile', 'material', 'dress', 'frock', 'maxi dress']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
kleed,zwart,7,colors,"['fabric', 'cloth', 'textile', 'material', 'dress', 'frock', 'maxi dress']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
koe,wit,2,colors,"['cow', 'cattle', 'kine', 'oxen', 'Bos taurus', 'cows', 'moo-cow', 'dolt', 'simpleton', 'lout', 'dummy', 'oaf', 'simple', 'putz', 'fool', 'imbecile', 'idiot', 'not the sharpest tool in the shed', 'chump', 'moron', 'galoot', 'bird brain', 'retard', 'half-wit', 'changeling', 'cretin']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
koe,zwart,2,colors,"['cow', 'cattle', 'kine', 'oxen', 'Bos taurus', 'cows', 'moo-cow', 'dolt', 'simpleton', 'lout', 'dummy', 'oaf', 'simple', 'putz', 'fool', 'imbecile', 'idiot', 'not the sharpest tool in the shed', 'chump', 'moron', 'galoot', 'bird brain', 'retard', 'half-wit', 'changeling', 'cretin']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
koek,bruin,3,colors,"['cooky', 'cookie', 'biscuit']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
koek,chocolade,8,colors,"['cooky', 'cookie', 'biscuit']","['chocolate', 'drinking chocolate', 'cocoa', 'hot chocolate']"
koekoek,bruin,3,colors,"['Common Cuckoo', 'cuckoo', 'European cuckoo', 'Cuculus canorus', 'common cuckoo']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
koekoek,rood,3,colors,"['Common Cuckoo', 'cuckoo', 'European cuckoo', 'Cuculus canorus', 'common cuckoo']","['red', 'redness']"
koekoek,zwart,1,colors,"['Common Cuckoo', 'cuckoo', 'European cuckoo', 'Cuculus canorus', 'common cuckoo']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
koets,goud,2,colors,"['coach', 'bus', 'motorcoach', 'autobus', 'charabanc', 'double-decker', 'motorbus', 'jitney', 'omnibus', 'passenger vehicle', 'motor coach', 'Motor bus', 'motor bus', 'carriage', 'railroad car', 'railway carriage', 'rig', 'equipage']","['gold', 'Au', 'yellow', 'yellowness', 'amber', 'golden brown']"
koets,wit,2,colors,"['coach', 'bus', 'motorcoach', 'autobus', 'charabanc', 'double-decker', 'motorbus', 'jitney', 'omnibus', 'passenger vehicle', 'motor coach', 'Motor bus', 'motor bus', 'carriage', 'railroad car', 'railway carriage', 'rig', 'equipage']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
koets,zwart,2,colors,"['coach', 'bus', 'motorcoach', 'autobus', 'charabanc', 'double-decker', 'motorbus', 'jitney', 'omnibus', 'passenger vehicle', 'motor coach', 'Motor bus', 'motor bus', 'carriage', 'railroad car', 'railway carriage', 'rig', 'equipage']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
koevoet,geel,1,colors,"['jemmy', 'jimmy', 'nail bar', 'crowbar', 'pry bar', 'wrecking bar', 'pry']","['yellow', 'yellowness']"
koevoet,oranje,1,colors,"['jemmy', 'jimmy', 'nail bar', 'crowbar', 'pry bar', 'wrecking bar', 'pry']","['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']"
koevoet,zwart,4,colors,"['jemmy', 'jimmy', 'nail bar', 'crowbar', 'pry bar', 'wrecking bar', 'pry']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
koffie,bruin,4,colors,"['coffee plant', 'coffee', 'java', 'health effects of coffee', 'coffee berry', 'coffee bean']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
koffie,zwart,8,colors,"['coffee plant', 'coffee', 'java', 'health effects of coffee', 'coffee berry', 'coffee bean']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
koffiezet,bruin,2,colors,"['coffee maker', 'coffeemaker', 'coffee machine']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
koffiezet,wit,1,colors,"['coffee maker', 'coffeemaker', 'coffee machine']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
koffiezet,zwart,5,colors,"['coffee maker', 'coffeemaker', 'coffee machine']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
kogelstoten,wit,1,colors,['shot put'],"['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
kogelstoten,zwart,1,colors,['shot put'],"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
kok,wit,4,colors,"['National Coalition Party', 'cook', 'head cook', 'head chef', 'chef', 'licensed cook']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
kokosnoot,bruin,4,colors,"['coconut', 'coco', 'coconut palm', 'Cocos nucifera', 'cocoa palm', 'coco palm', 'coconut tree']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
kokosnoot,geel,1,colors,"['coconut', 'coco', 'coconut palm', 'Cocos nucifera', 'cocoa palm', 'coco palm', 'coconut tree']","['yellow', 'yellowness']"
kokosnoot,wit,6,colors,"['coconut', 'coco', 'coconut palm', 'Cocos nucifera', 'cocoa palm', 'coco palm', 'coconut tree']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
kom,wit,4,colors,"['depression', 'natural depression', 'bowl']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
komkommer,groen,10,colors,"['cucumber vine', 'cucumber', 'Cucumis sativus', 'Green Cum']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
konijn,bruin,2,colors,"['rabbit', 'cony', 'coney']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
konijn,grijs,1,colors,"['rabbit', 'cony', 'coney']","['gray', 'grey', 'greyness', 'grayness']"
konijn,wit,7,colors,"['rabbit', 'cony', 'coney']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
kookpot,grijs,2,colors,"['stockpot', 'stock pot', 'saucepan', 'cooking pot', 'pot', 'pan', 'cooking pan']","['gray', 'grey', 'greyness', 'grayness']"
kookpot,rood,1,colors,"['stockpot', 'stock pot', 'saucepan', 'cooking pot', 'pot', 'pan', 'cooking pan']","['red', 'redness']"
kookpot,zwart,2,colors,"['stockpot', 'stock pot', 'saucepan', 'cooking pot', 'pot', 'pan', 'cooking pan']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
kostuum,zwart,7,colors,"['costume', 'suit', 'suit of clothes']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
kraai,oranje,1,colors,"['crow', 'genus Corvus', 'Corvus']","['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']"
kraai,zwart,9,colors,"['crow', 'genus Corvus', 'Corvus']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
krekel,groen,8,colors,"['cricket', 'Gryllidae']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
krokodil,bruin,2,colors,['crocodile'],"['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
krokodil,groen,9,colors,['crocodile'],"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
kruiwagen,grijs,1,colors,"['wheelbarrow', 'lawn cart', 'barrow', 'garden cart']","['gray', 'grey', 'greyness', 'grayness']"
kruiwagen,groen,3,colors,"['wheelbarrow', 'lawn cart', 'barrow', 'garden cart']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
kruiwagen,rood,1,colors,"['wheelbarrow', 'lawn cart', 'barrow', 'garden cart']","['red', 'redness']"
kwark,geel,1,colors,"['curd cheese', 'cottage cheese', 'pot cheese', ""farmer's cheese"", 'farm cheese', 'farmer cheese', 'Farmer cheese']","['yellow', 'yellowness']"
kwark,groen,1,colors,"['curd cheese', 'cottage cheese', 'pot cheese', ""farmer's cheese"", 'farm cheese', 'farmer cheese', 'Farmer cheese']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
kwark,roze,1,colors,"['curd cheese', 'cottage cheese', 'pot cheese', ""farmer's cheese"", 'farm cheese', 'farmer cheese', 'Farmer cheese']",['pink']
kwark,wit,7,colors,"['curd cheese', 'cottage cheese', 'pot cheese', ""farmer's cheese"", 'farm cheese', 'farmer cheese', 'Farmer cheese']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
laarzen,blauw,1,colors,['boot'],"['blue', 'blueness']"
laarzen,bruin,1,colors,['boot'],"['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
laarzen,groen,7,colors,['boot'],"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
laarzen,zwart,3,colors,['boot'],"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
lama,bruin,2,colors,"['llama', 'Lama glama']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
lama,geel,1,colors,"['llama', 'Lama glama']","['yellow', 'yellowness']"
lama,rood,1,colors,"['llama', 'Lama glama']","['red', 'redness']"
leeuw,bruin,2,colors,"['Leo', 'lion', 'Panthera leo', 'king of beasts']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
leeuw,geel,3,colors,"['Leo', 'lion', 'Panthera leo', 'king of beasts']","['yellow', 'yellowness']"
leguaan,GROEN,1,colors,"['iguana', 'common iguana', 'Iguana iguana', 'green iguana', 'Iguana', 'Iguanidae']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
leguaan,bruin,1,colors,"['iguana', 'common iguana', 'Iguana iguana', 'green iguana', 'Iguana', 'Iguanidae']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
leguaan,geel,1,colors,"['iguana', 'common iguana', 'Iguana iguana', 'green iguana', 'Iguana', 'Iguanidae']","['yellow', 'yellowness']"
leguaan,groen,1,colors,"['iguana', 'common iguana', 'Iguana iguana', 'green iguana', 'Iguana', 'Iguanidae']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
leguaan,paars,1,colors,"['iguana', 'common iguana', 'Iguana iguana', 'green iguana', 'Iguana', 'Iguanidae']","['purpleness', 'purple', 'violet', 'reddish blue']"
lepel,goud,1,colors,['spoon'],"['gold', 'Au', 'yellow', 'yellowness', 'amber', 'golden brown']"
lepel,grijs,2,colors,['spoon'],"['gray', 'grey', 'greyness', 'grayness']"
lepel,zilver,2,colors,['spoon'],"['silver', 'Ag', 'whiteness', 'white', 'colorimetric whiteness', 'ash gray', 'silver gray', 'ash grey', 'silver grey']"
leraar,grijs,1,colors,"['instructor', 'educator', 'teacher', 'schoolteacher', 'school teacher']","['gray', 'grey', 'greyness', 'grayness']"
leraar,oranje,1,colors,"['instructor', 'educator', 'teacher', 'schoolteacher', 'school teacher']","['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']"
libel (langpootmug),blauw,10,colors,[],"['blue', 'blueness']"
libel (langpootmug),groen,2,colors,[],"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
lieveheerbeestje,geel,1,colors,"['lady-beetle', 'lady beetle', 'ladybird', 'lady-bird', 'lady-bug', 'ladybeetle', 'ladybug', 'ladybird beetle']","['yellow', 'yellowness']"
lieveheerbeestje,groen,1,colors,"['lady-beetle', 'lady beetle', 'ladybird', 'lady-bird', 'lady-bug', 'ladybeetle', 'ladybug', 'ladybird beetle']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
lieveheerbeestje,rood,9,colors,"['lady-beetle', 'lady beetle', 'ladybird', 'lady-bird', 'lady-bug', 'ladybeetle', 'ladybug', 'ladybird beetle']","['red', 'redness']"
lieveheerbeestje,wit,1,colors,"['lady-beetle', 'lady beetle', 'ladybird', 'lady-bird', 'lady-bug', 'ladybeetle', 'ladybug', 'ladybird beetle']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
lieveheerbeestje,zwart,4,colors,"['lady-beetle', 'lady beetle', 'ladybird', 'lady-bird', 'lady-bug', 'ladybeetle', 'ladybug', 'ladybird beetle']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
limoen,geel,6,colors,['lime'],"['yellow', 'yellowness']"
limoen,groen,8,colors,['lime'],"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
lolly,geel,1,colors,"['ice lolly', 'lollipop', 'popsicle', 'ice pop']","['yellow', 'yellowness']"
lolly,groen,2,colors,"['ice lolly', 'lollipop', 'popsicle', 'ice pop']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
lolly,rood,4,colors,"['ice lolly', 'lollipop', 'popsicle', 'ice pop']","['red', 'redness']"
lolly,roze,1,colors,"['ice lolly', 'lollipop', 'popsicle', 'ice pop']",['pink']
loodgieter,blauw,1,colors,"['plumber', 'pipe fitter', 'pipefitter']","['blue', 'blueness']"
loodgieter,grijs,1,colors,"['plumber', 'pipe fitter', 'pipefitter']","['gray', 'grey', 'greyness', 'grayness']"
loodgieter,rood,1,colors,"['plumber', 'pipe fitter', 'pipefitter']","['red', 'redness']"
loodgieter,zwart,2,colors,"['plumber', 'pipe fitter', 'pipefitter']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
look,groen,2,colors,"['garlic', 'Allium sativum', 'Allium longicuspis', 'Garlic']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
look,wit,4,colors,"['garlic', 'Allium sativum', 'Allium longicuspis', 'Garlic']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
luchtballon,blauw,2,colors,['balloon'],"['blue', 'blueness']"
luchtballon,rood,2,colors,['balloon'],"['red', 'redness']"
luchtballon,roze,1,colors,['balloon'],['pink']
luis,geel,1,colors,"['louse', 'sucking louse']","['yellow', 'yellowness']"
luis,wit,2,colors,"['louse', 'sucking louse']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
lychee,oranje,2,colors,"['litchee', 'lichi', 'litchi', 'litchi nut', 'leechee', 'lichee', 'Litchi chinensis']","['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']"
lychee,rood,4,colors,"['litchee', 'lichi', 'litchi', 'litchi nut', 'leechee', 'lichee', 'Litchi chinensis']","['red', 'redness']"
lychee,roze,3,colors,"['litchee', 'lichi', 'litchi', 'litchi nut', 'leechee', 'lichee', 'Litchi chinensis']",['pink']
lychee,wit,6,colors,"['litchee', 'lichi', 'litchi', 'litchi nut', 'leechee', 'lichee', 'Litchi chinensis']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
mais,geel,9,colors,"['maize', 'corn', 'Indian corn', 'Zea mays']","['yellow', 'yellowness']"
mais,groen,2,colors,"['maize', 'corn', 'Indian corn', 'Zea mays']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
mango,geel,4,colors,['mango tree'],"['yellow', 'yellowness']"
mango,groen,3,colors,['mango tree'],"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
mango,oranje,3,colors,['mango tree'],"['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']"
mango,paars,1,colors,['mango tree'],"['purpleness', 'purple', 'violet', 'reddish blue']"
mango,rood,2,colors,['mango tree'],"['red', 'redness']"
mees,blauw,1,colors,"['tit', 'titmouse', 'chickadee']","['blue', 'blueness']"
mees,bruin,2,colors,"['tit', 'titmouse', 'chickadee']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
mees,geel,1,colors,"['tit', 'titmouse', 'chickadee']","['yellow', 'yellowness']"
mees,groen,1,colors,"['tit', 'titmouse', 'chickadee']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
mees,zwart,2,colors,"['tit', 'titmouse', 'chickadee']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
meeuw,blauw,1,colors,"['seagull', 'gull', 'sea gull']","['blue', 'blueness']"
meeuw,grijs,1,colors,"['seagull', 'gull', 'sea gull']","['gray', 'grey', 'greyness', 'grayness']"
meeuw,wit,5,colors,"['seagull', 'gull', 'sea gull']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
meikever,blauw,2,colors,"['billy witch', 'cockchafer', 'may bug', 'May beetle', 'May bug', 'Melolontha melolontha']","['blue', 'blueness']"
meikever,bruin,3,colors,"['billy witch', 'cockchafer', 'may bug', 'May beetle', 'May bug', 'Melolontha melolontha']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
meikever,groen,1,colors,"['billy witch', 'cockchafer', 'may bug', 'May beetle', 'May bug', 'Melolontha melolontha']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
meikever,zwart,4,colors,"['billy witch', 'cockchafer', 'may bug', 'May beetle', 'May bug', 'Melolontha melolontha']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
meloen,geel,3,colors,"['muskmelon', 'musk melon', 'Cucumis melo', 'sweet melon vine', 'sweet melon', 'melon']","['yellow', 'yellowness']"
meloen,groen,7,colors,"['muskmelon', 'musk melon', 'Cucumis melo', 'sweet melon vine', 'sweet melon', 'melon']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
meloen,oranje,6,colors,"['muskmelon', 'musk melon', 'Cucumis melo', 'sweet melon vine', 'sweet melon', 'melon']","['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']"
meloen,rood,5,colors,"['muskmelon', 'musk melon', 'Cucumis melo', 'sweet melon vine', 'sweet melon', 'melon']","['red', 'redness']"
merel,blauw,1,colors,"['blackbird', 'merl', 'ousel', 'European blackbird', 'Turdus merula', 'merle', 'ouzel', 'common blackbird']","['blue', 'blueness']"
merel,oranje,1,colors,"['blackbird', 'merl', 'ousel', 'European blackbird', 'Turdus merula', 'merle', 'ouzel', 'common blackbird']","['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']"
merel,zwart,8,colors,"['blackbird', 'merl', 'ousel', 'European blackbird', 'Turdus merula', 'merle', 'ouzel', 'common blackbird']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
mes,zwart,1,colors,['knife'],"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
microgolf(oven),geel,1,colors,[],"['yellow', 'yellowness']"
microgolf(oven),wit,3,colors,[],"['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
microgolf(oven),zwart,1,colors,[],"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
mier,bruin,2,colors,"['ant', 'emmet', 'pismire', 'Formicidae']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
mier,rood,6,colors,"['ant', 'emmet', 'pismire', 'Formicidae']","['red', 'redness']"
mier,zwart,7,colors,"['ant', 'emmet', 'pismire', 'Formicidae']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
minister,paars,1,colors,"['pastor', 'rector', 'parson', 'curate', 'minister of religion', 'parochus', 'Confessor', 'secretary', 'government minister']","['purpleness', 'purple', 'violet', 'reddish blue']"
mixer,groen,1,colors,"['blender', 'liquidiser', 'liquidizer']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
mixer,wit,3,colors,"['blender', 'liquidiser', 'liquidizer']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
moersleutel,grijs,1,colors,"['wrench', 'spanner']","['gray', 'grey', 'greyness', 'grayness']"
mondharmonica,blauw,1,colors,"['harmonica', 'French harp', 'blues harp', 'mouth organ', 'mouth harp', 'harp']","['blue', 'blueness']"
mondharmonica,brons,1,colors,"['harmonica', 'French harp', 'blues harp', 'mouth organ', 'mouth harp', 'harp']",['bronze']
mondharmonica,goud,1,colors,"['harmonica', 'French harp', 'blues harp', 'mouth organ', 'mouth harp', 'harp']","['gold', 'Au', 'yellow', 'yellowness', 'amber', 'golden brown']"
mondharmonica,zilver,1,colors,"['harmonica', 'French harp', 'blues harp', 'mouth organ', 'mouth harp', 'harp']","['silver', 'Ag', 'whiteness', 'white', 'colorimetric whiteness', 'ash gray', 'silver gray', 'ash grey', 'silver grey']"
mondharmonica,zwart,1,colors,"['harmonica', 'French harp', 'blues harp', 'mouth organ', 'mouth harp', 'harp']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
mot,bruin,3,colors,"['lepidoptera', 'lepidopterans', 'order Lepidoptera', 'Lepidoptera']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
mot,zwart,1,colors,"['lepidoptera', 'lepidopterans', 'order Lepidoptera', 'Lepidoptera']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
moto,zwart,3,colors,[],"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
mug,rood,1,colors,"['mosquito', 'Culicidae']","['red', 'redness']"
mug,zwart,2,colors,"['mosquito', 'Culicidae']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
muis,blauw,1,colors,"['vagina', 'Vaginal orifice', 'mouse', 'rat', 'Mus', 'computer mouse']","['blue', 'blueness']"
muis,chocolade,1,colors,"['vagina', 'Vaginal orifice', 'mouse', 'rat', 'Mus', 'computer mouse']","['chocolate', 'drinking chocolate', 'cocoa', 'hot chocolate']"
muis,grijs,9,colors,"['vagina', 'Vaginal orifice', 'mouse', 'rat', 'Mus', 'computer mouse']","['gray', 'grey', 'greyness', 'grayness']"
muis,wit,6,colors,"['vagina', 'Vaginal orifice', 'mouse', 'rat', 'Mus', 'computer mouse']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
mus,bruin,6,colors,"['Republic of Mauritius', 'Mauritius', 'mouse', 'rat', 'sparrow', 'true sparrow', 'Passeridae', 'Old World sparrow']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
mus,grijs,2,colors,"['Republic of Mauritius', 'Mauritius', 'mouse', 'rat', 'sparrow', 'true sparrow', 'Passeridae', 'Old World sparrow']","['gray', 'grey', 'greyness', 'grayness']"
mus,rood,1,colors,"['Republic of Mauritius', 'Mauritius', 'mouse', 'rat', 'sparrow', 'true sparrow', 'Passeridae', 'Old World sparrow']","['red', 'redness']"
muts,grijs,1,colors,"['cap', 'visor cap']","['gray', 'grey', 'greyness', 'grayness']"
muts,groen,1,colors,"['cap', 'visor cap']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
muts,rood,1,colors,"['cap', 'visor cap']","['red', 'redness']"
nectarine,geel,3,colors,"['Prunus persica nectarina', 'nectarine tree']","['yellow', 'yellowness']"
nectarine,oranje,7,colors,"['Prunus persica nectarina', 'nectarine tree']","['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']"
nectarine,perzik,6,colors,"['Prunus persica nectarina', 'nectarine tree']","['peach', 'peach tree', 'Prunus persica']"
nectarine,rood,4,colors,"['Prunus persica nectarina', 'nectarine tree']","['red', 'redness']"
neushoorn,bruin,1,colors,"['rhinoceros', 'rhino']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
neushoorn,grijs,9,colors,"['rhinoceros', 'rhino']","['gray', 'grey', 'greyness', 'grayness']"
neushoorn,ivoor,7,colors,"['rhinoceros', 'rhino']","['ivory', 'tusk']"
neushoorn,wit,1,colors,"['rhinoceros', 'rhino']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
nijlpaard,blauw,1,colors,"['hippopotamus', 'hippo', 'Hippopotamus amphibius', 'river horse']","['blue', 'blueness']"
nijlpaard,grijs,8,colors,"['hippopotamus', 'hippo', 'Hippopotamus amphibius', 'river horse']","['gray', 'grey', 'greyness', 'grayness']"
nijlpaard,groen,1,colors,"['hippopotamus', 'hippo', 'Hippopotamus amphibius', 'river horse']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
notenkraker,bruin,3,colors,['The Nutcracker'],"['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
oliespuit,geel,1,colors,"['oilcan', 'oil can']","['yellow', 'yellowness']"
oliespuit,wit,1,colors,"['oilcan', 'oil can']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
oliespuit,zwart,6,colors,"['oilcan', 'oil can']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
olifant,grijs,9,colors,['elephant'],"['gray', 'grey', 'greyness', 'grayness']"
olifant,ivoor,5,colors,['elephant'],"['ivory', 'tusk']"
olifant,roze,2,colors,['elephant'],['pink']
omelet,blauw,1,colors,['omelette'],"['blue', 'blueness']"
